cord_uid;organization;title;doi;license;publish_time;authors;journal;url
991y3emn;Medline;Reasons and operative outcomes after reversal of gastric bypass and jejunoileal bypass.;10.1007/s11695-012-0715-z;unk;2012;Chousleb, Elias- Patel, Sheetal- Szomstein, Samuel- Rosenthal, Raul;Obesity surgery;"https://doi.org/10.1007/s11695-012-0715-z; https://www.ncbi.nlm.nih.gov/pubmed/22810420/"
rxalp38x;Medline;The benefit of stay sutures during thoracoscopic esophagoesophagostomy in patients with esophageal atresia: a technical report.;10.1007/s00383-010-2560-2;unk;2010;Shimotakahara, Akihiro- Sueyoshi, Ryo- Lane, Geoffrey J- Okazaki, Tadaharu- Nishimura, Kinya- Inada, Eiichi- Yamataka, Atsuyuki;Pediatric surgery international;"https://doi.org/10.1007/s00383-010-2560-2; https://www.ncbi.nlm.nih.gov/pubmed/20182751/"
q7hzfmjo;Medline;Outcome of negative-pressure wound therapy for open abdomen treatment after nontraumatic lower gastrointestinal surgery: analysis of factors affecting delayed fascial closure in 101 patients.;10.1007/s00268-013-2360-7;unk;2014;Bertelsen, Claus Anders- Fabricius, Rasmus- Kleif, Jakob- Kristensen, Bent- Gögenur, Ismail;World journal of surgery;"https://doi.org/10.1007/s00268-013-2360-7; https://www.ncbi.nlm.nih.gov/pubmed/24337240/"
jf01y5uz;Medline;Immediate Clinical Success After Percutaneous Ablation of Extra-adrenal Paraganglioma.;10.1007/s00270-018-2015-z;unk;2018;Ierardi, Anna Maria- Biondetti, Pierpaolo- Ferrante, Giulia- Carugo, Stefano- Carrafiello, Gianpaolo;Cardiovascular and interventional radiology;"https://doi.org/10.1007/s00270-018-2015-z; https://www.ncbi.nlm.nih.gov/pubmed/29922859/"
for4i24k;Medline;Management of inflammatory bowel disease during COVID-19 pandemic.;10.23736/s1121-421x.20.02707-5;unk;23/4/2020;Ribaldone, Davide G- Astegiano, Marco- Actis, Giovanni C- Pellicano, Rinaldo;Minerva gastroenterologica e dietologica;"https://doi.org/10.23736/s1121-421x.20.02707-5; https://www.ncbi.nlm.nih.gov/pubmed/32327626/"
nx14wrab;Medline;Relevance of Microvascular Flow Assessments in Critically Ill Neonates and Children: A Systematic Review.;10.1097/pcc.0000000000002201;unk;11/12/2019;Maitoza, Laura A- Neeman, Eitan- Funaro, Melissa- Pierce, Richard W;Pediatric critical care medicine : a journal of the Society of Critical Care Medicine and the World Federation of Pediatric Intensive and Critical Care Societies;"https://doi.org/10.1097/pcc.0000000000002201; https://www.ncbi.nlm.nih.gov/pubmed/31834246/"
vd8nhr21;Medline;Update on non-typeable Haemophilus influenzae-mediated disease and vaccine development.;10.1080/14760584.2018.1484286;unk;2018;Jalalvand, Farshid- Riesbeck, Kristian;Expert review of vaccines;"https://doi.org/10.1080/14760584.2018.1484286; https://www.ncbi.nlm.nih.gov/pubmed/29863956/"
h6tmrl14;Medline;Pain, well-being, body image and cosmesis: a comparison of single-port and four-port laparoscopic cholecystectomy.;10.3109/13645706.2014.886594;unk;2014;Sodergren, Mikael Hans- Aslanyan, Alec- Mcgregor, Colleen Georgette Chantelle- Purkayastha, Sanjay- Malhotra, Surbhi- Darzi, Ara- Paraskeva, Paraskevas;Minimally invasive therapy & allied technologies : MITAT : official journal of the Society for Minimally Invasive Therapy;"https://doi.org/10.3109/13645706.2014.886594; https://www.ncbi.nlm.nih.gov/pubmed/24479897/"
p25bq51g;Medline;Coil embolization of overwide and undertall small intracranial aneurysms with double microcatheter technique.;10.1007/s00701-014-2049-1;unk;2014;Kim, Dong Joon- Kim, Byung Moon- Park, Keun Young- Ihm, Eun Hyun- Baek, Jang Hyun- Kim, Dong Ik;Acta neurochirurgica;"https://doi.org/10.1007/s00701-014-2049-1; https://www.ncbi.nlm.nih.gov/pubmed/24639146/"
3g5mfhap;Medline;How to reduce parental provision of unhealthy foods to 3- to 8-year-old children in the home environment? A systematic review utilizing the Behaviour Change Wheel framework.;10.1111/obr.12702;unk;2018;Johnson, B J- Zarnowiecki, D- Hendrie, G A- Mauch, C E- Golley, R K;Obesity reviews : an official journal of the International Association for the Study of Obesity;"https://doi.org/10.1111/obr.12702; https://www.ncbi.nlm.nih.gov/pubmed/30092606/"
quje4386;Medline;Differential impact of isolated psychotic symptoms on treatment outcome of major depressive disorder in the STAR*D cohort of Whites, Blacks and Latinos.;10.1016/j.jad.2013.02.012;unk;2013;Cassano, Paolo- Chang, Trina- Trinh, Nhi-Ha- Baer, Lee- Fava, Maurizio- Mischoulon, David;Journal of affective disorders;"https://doi.org/10.1016/j.jad.2013.02.012; https://www.ncbi.nlm.nih.gov/pubmed/23489398/"
rlx9ujd4;Medline;Robotic Roux-en-Y duodenojejunostomy for superior mesenteric artery syndrome: operative technique.;10.1089/lap.2011.0070;unk;2011;Ayloo, Subhashini M- Masrur, Mario A- Bianco, Francesco M- Giulianotti, Pier C;Journal of laparoendoscopic & advanced surgical techniques. Part A;"https://doi.org/10.1089/lap.2011.0070; https://www.ncbi.nlm.nih.gov/pubmed/21819217/"
axc0nzb5;Medline;The neutralizing human recombinant antibodies to pathogenic Orthopoxviruses derived from a phage display immune library.;10.1016/j.virusres.2011.09.008;unk;2012;Tikunova, Nina- Dubrovskaya, Viktoriya- Morozova, Vera- Yun, Tatiana- Khlusevich, Yana- Bormotov, Nikolai- Laman, Aleksandr- Brovko, Fedor- Shvalov, Aleksandr- Belanov, Eugeni;Virus research;"https://doi.org/10.1016/j.virusres.2011.09.008; https://www.ncbi.nlm.nih.gov/pubmed/21964238/"
0z8f1w22;Medline;Immunogenicity and protection efficacy of monomeric and trimeric recombinant SARS coronavirus spike protein subunit vaccine candidates.;10.1089/vim.2012.0076;unk;2013;Li, Jie- Ulitzky, Laura- Silberstein, Erica- Taylor, Deborah R- Viscidi, Raphael;Viral immunology;"https://doi.org/10.1089/vim.2012.0076; https://www.ncbi.nlm.nih.gov/pubmed/23573979/"
4wa4f6on;Medline;Continuous monitoring of changes in plasma nitrite following cerebral ischemia in a rabbit embolic stroke model.;10.1007/s12975-011-0073-5;unk;2011;Silver, James H- Lapchak, Paul A;Translational stroke research;"https://doi.org/10.1007/s12975-011-0073-5; https://www.ncbi.nlm.nih.gov/pubmed/21625287/"
bl7d4q59;Medline;A Newly Isolated Bacillus subtilis Strain Named WS-1 Inhibited Diarrhea and Death Caused by Pathogenic Escherichia coli in Newborn Piglets.;10.3389/fmicb.2019.01248;unk;2019;Du, Yunping- Xu, Zhichao- Yu, Guolian- Liu, Wei- Zhou, Qingfeng- Yang, Dehong- Li, Jie- Chen, Li- Zhang, Yun- Xue, Chunyi- Cao, Yongchang;Frontiers in microbiology;"https://doi.org/10.3389/fmicb.2019.01248; https://www.ncbi.nlm.nih.gov/pubmed/31249559/"
57zbvj8r;Medline;Emergence of a novel drug resistant H7N9 influenza virus: evidence based clinical potential of a natural IFN-? for infection control and treatment.;10.1586/14787210.2014.870885;unk;2014;Liu, Qinfang- Ma, Jingjiao- Strayer, David R- Mitchell, William M- Carter, William A- Ma, Wenjun- Richt, Juergen A;Expert review of anti-infective therapy;"https://doi.org/10.1586/14787210.2014.870885; https://www.ncbi.nlm.nih.gov/pubmed/24350808/"
fxoythew;Medline;Endovascular treatment of wide-necked intracranial aneurysms using the novel Contour Neurovascular System: a single-center safety and feasibility study.;10.1136/neurintsurg-2019-015628;unk;22/1/2020;Akhunbay-Fudge, Christopher Yusuf- Deniz, Kenan- Tyagi, Atul Kumar- Patankar, Tufail;Journal of neurointerventional surgery;"https://doi.org/10.1136/neurintsurg-2019-015628; https://www.ncbi.nlm.nih.gov/pubmed/31974281/"
551ghzn2;Medline;Simulation of late inspiratory rise in airway pressure during pressure support ventilation.;10.4187/respcare.03408;unk;2015;Yu, Chun-Hsiang- Su, Po-Lan- Lin, Wei-Chieh- Lin, Sheng-Hsiang- Chen, Chang-Wen;Respiratory care;"https://doi.org/10.4187/respcare.03408; https://www.ncbi.nlm.nih.gov/pubmed/25371401/"
gyvy56uh;Medline;COVID-19 Global Pandemic: Options for Management of Gynecologic Cancers.;10.1136/ijgc-2020-001419;unk;27/3/2020;Ramirez, Pedro T- Chiva, Luis- Eriksson, Ane Gerda Z- Frumovitz, Michael- Fagotti, Anna- Gonzalez Martin, Antonio- Jhingran, Anuja- Pareja, Rene;International journal of gynecological cancer : official journal of the International Gynecological Cancer Society;"https://doi.org/10.1136/ijgc-2020-001419; https://www.ncbi.nlm.nih.gov/pubmed/32221023/"
5yy1gmit;Medline;Initial experience with the new double-lumen scepter balloon catheter for treatment of wide-necked aneurysms.;10.3348/kjr.2013.14.5.832;unk;2013;Rho, Myung Ho- Kim, Byung Moon- Suh, Sang Hyun- Kim, Dong Joon- Kim, Dong Ik;Korean journal of radiology;"https://doi.org/10.3348/kjr.2013.14.5.832; https://www.ncbi.nlm.nih.gov/pubmed/24043982/"
fa38rkad;Medline;Mutagenesis of Coronavirus nsp14 Reveals Its Potential Role in Modulation of the Innate Immune Response.;10.1128/jvi.03259-15;unk;2016;Becares, Martina- Pascual-Iglesias, Alejandro- Nogales, Aitor- Sola, Isabel- Enjuanes, Luis- Zuñiga, Sonia;Journal of virology;"https://doi.org/10.1128/jvi.03259-15; https://www.ncbi.nlm.nih.gov/pubmed/27009949/"
3o6fpt16;Medline;Comprehensive radiolabeling, stability, and tissue distribution studies of technetium-99m single amino acid chelates (SAAC).;10.1021/bc900192b;unk;2009;Maresca, Kevin P- Hillier, Shawn M- Femia, Frank J- Zimmerman, Craig N- Levadala, Murali K- Banerjee, Sangeeta R- Hicks, Justin- Sundararajan, Chitra- Valliant, John- Zubieta, Jon- Eckelman, William C- Joyal, John L- Babich, John W;Bioconjugate chemistry;"https://doi.org/10.1021/bc900192b; https://www.ncbi.nlm.nih.gov/pubmed/19572702/"
fcowg1eb;Medline;Role of endoscopy in primary sclerosing cholangitis: European Society of Gastrointestinal Endoscopy (ESGE) and European Association for the Study of the Liver (EASL) Clinical Guideline.;10.1055/s-0043-107029;unk;2017;Aabakken, Lars- Karlsen, Tom H- Albert, Jörg- Arvanitakis, Marianna- Chazouilleres, Olivier- Dumonceau, Jean-Marc- Färkkilä, Martti- Fickert, Peter- Hirschfield, Gideon M- Laghi, Andrea- Marzioni, Marco- Fernandez, Michael- Pereira, Stephen P- Pohl, Jürgen- Poley, Jan-Werner- Ponsioen, Cyriel Y- Schramm, Christoph- Swahn, Fredrik- Tringali, Andrea- Hassan, Cesare;Endoscopy;"https://doi.org/10.1055/s-0043-107029; https://www.ncbi.nlm.nih.gov/pubmed/28420030/"
9epj9444;Medline;Clarifying the role of lung ultrasonography in COVID-19 respiratory disease.;10.1503/cmaj.75311;unk;20/4/2020;Pierce, Cameron W;CMAJ : Canadian Medical Association journal = journal de l'Association medicale canadienne;"https://doi.org/10.1503/cmaj.75311; https://www.ncbi.nlm.nih.gov/pubmed/32312828/"
9mt6t86q;Medline;Factors which influence concordance among measurements obtained by different pulse oximeters currently used in some clinical situations.;10.1111/jocn.14012;unk;2018;de la Merced Díaz-González, Candelaria- de la Rosa-Hormiga, Milagros- Ramal-López, Josefa M- González-Henríquez, Juan José- Marrero-Morales, María Sandra;Journal of clinical nursing;"https://doi.org/10.1111/jocn.14012; https://www.ncbi.nlm.nih.gov/pubmed/28793385/"
j03fz0nd;Medline;Gaps in the evidence for treatment decisions in cystic fibrosis: a systematic review.;10.1136/thoraxjnl-2017-210858;unk;2019;Rowbotham, Nicola Jane- Smith, Sherie- Prayle, Andrew P- Robinson, Karen A- Smyth, Alan Robert;Thorax;"https://doi.org/10.1136/thoraxjnl-2017-210858; https://www.ncbi.nlm.nih.gov/pubmed/30301819/"
1xcyndt1;Medline;Small animal disease surveillance: respiratory disease.;10.1136/vr.i1815;unk;2016;Sánchez-Vizcaíno, Fernando- Daly, Janet M- Jones, Philip H- Dawson, Susan- Gaskell, Rosalind- Menacere, Tarek- Heayns, Bethaney- Wardeh, Maya- Newman, Jenny- Everitt, Sally- Day, Michael J- McConnell, Katie- Noble, Peter J M- Radford, Alan D;The Veterinary record;"https://doi.org/10.1136/vr.i1815; https://www.ncbi.nlm.nih.gov/pubmed/27056810/"
9q5yq9n1;Medline;Information Overload: A Method to Share Updates among Frontline Staff during the COVID-19 Pandemic.;10.1177/0194599820922988;unk;21/4/2020;Poonia, Seerat K- Rajasekaran, Karthik;Otolaryngology--head and neck surgery : official journal of American Academy of Otolaryngology-Head and Neck Surgery;"https://doi.org/10.1177/0194599820922988; https://www.ncbi.nlm.nih.gov/pubmed/32315261/"
qnu5kquj;Medline;Interference with BISTM values from a forced-air warming device.;10.1093/bja/aer436;unk;2012;Bose, S- Lewis, B- Farag, E;British journal of anaesthesia;"https://doi.org/10.1093/bja/aer436; https://www.ncbi.nlm.nih.gov/pubmed/22157460/"
a0u10s2b;Medline;Persistent vegetative state and minimally conscious state: a systematic review and meta-analysis of diagnostic procedures.;10.3238/arztebl.2015.0235;unk;2015;Bender, Andreas- Jox, Ralf J- Grill, Eva- Straube, Andreas- Lulé, Dorothée;Deutsches Arzteblatt international;"https://doi.org/10.3238/arztebl.2015.0235; https://www.ncbi.nlm.nih.gov/pubmed/25891806/"
qqhkc3f1;Medline;Synthesis and biochemical evaluation of thiochromanone thiosemicarbazone analogues as inhibitors of cathepsin L.;10.1021/ml200299g;unk;2012;Song, Jiangli- Jones, Lindsay M- Kumar, G D Kishore- Conner, Elizabeth S- Bayeh, Liela- Chavarria, Gustavo E- Charlton-Sevcik, Amanda K- Chen, Shen-En- Chaplin, David J- Trawick, Mary Lynn- Pinney, Kevin G;ACS medicinal chemistry letters;"https://doi.org/10.1021/ml200299g; https://www.ncbi.nlm.nih.gov/pubmed/24900494/"
ocr3meta;Medline;Single-port cholecystectomy with the TransEnterix SPIDER: simple and safe.;10.1007/s00464-009-0695-9;unk;2010;Pryor, Aurora D- Tushar, John R- DiBernardo, Louis R;Surgical endoscopy;"https://doi.org/10.1007/s00464-009-0695-9; https://www.ncbi.nlm.nih.gov/pubmed/19760329/"
6zvzz67t;Medline;Evaluation of current devices in single-incision laparoscopic colorectal surgery.;10.1007/s00268-011-1215-3;unk;2011;Vestweber, B- Straub, E- Kaldowski, B- Paul, C- Vestweber, K H;World journal of surgery;"https://doi.org/10.1007/s00268-011-1215-3; https://www.ncbi.nlm.nih.gov/pubmed/21882029/"
6akmhoe8;Medline;The physician as public health professional in the 21st century.;10.1001/jama.2008.882;unk;2008;Shortell, Stephen M- Swartzberg, John;JAMA;"https://doi.org/10.1001/jama.2008.882; https://www.ncbi.nlm.nih.gov/pubmed/19109121/"
acqc704u;Medline;Adaptation of low-resolution methods for the study of yeast microsomal polytopic membrane proteins: a methodological review.;10.1042/bst20120212;unk;2013;Bochud, Arlette- Ramachandra, Nagaraju- Conzelmann, Andreas;Biochemical Society transactions;"https://doi.org/10.1042/bst20120212; https://www.ncbi.nlm.nih.gov/pubmed/23356255/"
eufdzgp2;Medline;Are Powered Air Purifying Respirators a Solution for Protecting Healthcare Workers from Emerging Aerosol-Transmissible Diseases?;10.1093/annweh/wxaa024;unk;10/3/2020;Brosseau, Lisa M;Annals of work exposures and health;"https://doi.org/10.1093/annweh/wxaa024; https://www.ncbi.nlm.nih.gov/pubmed/32154831/"
7jgvwo9g;Medline;Characteristics of regional cerebral oxygen saturation levels in patients with out-of-hospital cardiac arrest with or without return of spontaneous circulation: A prospective observational multicentre study.;10.1016/j.resuscitation.2015.07.013;unk;2015;Nishiyama, Kei- Ito, Noritoshi- Orita, Tomohiko- Hayashida, Kei- Arimoto, Hideki- Abe, Mitsuru- Unoki, Takashi- Endo, Tomoyuki- Murai, Akira- Ishikura, Ken- Yamada, Noriaki- Mizobuchi, Masahiro- Anan, Hideaki- Watanabe, Tomorou- Yasuda, Hideto- Homma, Yosuke- Shiga, Kazuhiro- Tokura, Michiaki- Tsujimura, Yuka- Hatanaka, Tetsuo- Nagao, Ken;Resuscitation;"https://doi.org/10.1016/j.resuscitation.2015.07.013; https://www.ncbi.nlm.nih.gov/pubmed/26215479/"
519wcia9;Medline;Acute respiratory tract infections: a potential trigger for the acute coronary syndrome.;10.1080/07853890701753672;unk;2008;Harskamp, Ralf E- van Ginkel, Margreet W;Annals of medicine;"https://doi.org/10.1080/07853890701753672; https://www.ncbi.nlm.nih.gov/pubmed/18293142/"
ku1kl21j;Medline;Donald Trump: a political determinant of covid-19.;10.1136/bmj.m1643;unk;24/4/2020;Yamey, Gavin- Gonsalves, Gregg;BMJ;"https://doi.org/10.1136/bmj.m1643; https://www.ncbi.nlm.nih.gov/pubmed/32332028/"
mgh0dnwp;Medline;A Randomized Controlled Trial Comparing Novel Triple-Cuffed Double-Lumen Endobronchial Tubes with Conventional Double-Lumen Endobronchial Tubes for Lung Isolation.;10.3390/jcm9040977;unk;1/4/2020;Kim, Namo- Byon, Hyo-Jin- Kim, Go Eun- Park, Chungon- Joe, Young Eun- Suh, Sung Min- Oh, Young Jun;Journal of clinical medicine;"https://doi.org/10.3390/jcm9040977; https://www.ncbi.nlm.nih.gov/pubmed/32244659/"
zm7w5ucz;Medline;Short-term mesh exposure after robotic sacrocolpopexy with and without concomitant hysterectomy.;10.14423/smj.0000000000000170;unk;2014;Crane, Andrea K- Geller, Elizabeth J- Sullivan, Stephanie- Robinson, Barbara L- Myers, Erinn M- Horton, Christine- Matthews, Catherine A;Southern medical journal;"https://doi.org/10.14423/smj.0000000000000170; https://www.ncbi.nlm.nih.gov/pubmed/25279861/"
np3002z3;Medline;Optimization and Standardization of the Immunodeficient Mouse Model for Assessing Fat Grafting Outcomes.;10.1097/prs.0000000000003868;unk;2017;Kokai, Lauren E- Jones, Taraneh L- Silowash, Russell- Theisen, Brian- DiBernardo, Gabriella- Lu, Andrew- Yi, Bowen- Marra, Kacey G- Rubin, J Peter;Plastic and reconstructive surgery;"https://doi.org/10.1097/prs.0000000000003868; https://www.ncbi.nlm.nih.gov/pubmed/28806292/"
td52eits;Medline;Anti-TNF-? treatment for pelvic pain associated with endometriosis.;10.1002/14651858.cd008088.pub3;unk;2013;Lu, Donghao- Song, Huan- Shi, Gang;The Cochrane database of systematic reviews;"https://doi.org/10.1002/14651858.cd008088.pub3; https://www.ncbi.nlm.nih.gov/pubmed/23543560/"
258uudpi;Medline;Recurrence of varicose veins after endovenous ablation of the great saphenous vein in randomized trials.;10.1016/j.jvsv.2014.11.004;unk;2016;O'Donnell, Thomas F- Balk, Ethan M- Dermody, Meghan- Tangney, Erica- Iafrati, Mark D;Journal of vascular surgery. Venous and lymphatic disorders;"https://doi.org/10.1016/j.jvsv.2014.11.004; https://www.ncbi.nlm.nih.gov/pubmed/26946904/"
16we1e79;Medline;A descriptive analysis of occupational health exposures in an urban emergency medical services system: 2007-2009.;10.3109/10903127.2011.598608;unk;2011;El Sayed, Mazen- Kue, Ricky- McNeil, Claire- Dyer, K Sophia;Prehospital emergency care : official journal of the National Association of EMS Physicians and the National Association of State EMS Directors;"https://doi.org/10.3109/10903127.2011.598608; https://www.ncbi.nlm.nih.gov/pubmed/21797786/"
6wn34i8x;Medline;Inferior Vena Cava Filters: Indications, Outcomes, and Evidence.;10.1007/s11936-015-0401-2;unk;2015;Montgomery, Jennifer P- Kaufman, John A;Current treatment options in cardiovascular medicine;"https://doi.org/10.1007/s11936-015-0401-2; https://www.ncbi.nlm.nih.gov/pubmed/26246444/"
tdy5rite;Medline;End-of-Treatment Positron Emission Tomography After Uniform First-Line Therapy of B-Cell Posttransplant Lymphoproliferative Disorder Identifies Patients at Low Risk of Relapse in the Prospective German PTLD Registry.;10.1097/tp.0000000000002006;unk;2018;Zimmermann, Heiner- Denecke, Timm- Dreyling, Martin H- Franzius, Christiane- Reinke, Petra- Subklewe, Marion- Amthauer, Holger- Kneba, Michael- Riess, Hanno- Trappe, Ralf U;Transplantation;"https://doi.org/10.1097/tp.0000000000002006; https://www.ncbi.nlm.nih.gov/pubmed/29189632/"
rfanvz53;Medline;South Korea scrambles to contain MERS virus.;10.1136/bmj.h3095;unk;2015;Dyer, Owen;BMJ;"https://doi.org/10.1136/bmj.h3095; https://www.ncbi.nlm.nih.gov/pubmed/26047970/"
u4tjio18;Medline;Performance of CURB-65 in predicting mortality of patients with community-acquired pneumonia in Saudi Arabia.;10.3855/jidc.9585;unk;2017;Al-Tawfiq, Jaffar A- Diamond, Michael- Joy, Diamond- Hinedi, Kareem;Journal of infection in developing countries;"https://doi.org/10.3855/jidc.9585; https://www.ncbi.nlm.nih.gov/pubmed/31600155/"
u925fcpy;Medline;Conventional blood tests in predicting influenza A (H1N1) rapidly.;10.3109/00365513.2011.634022;unk;2012;Shin, Dong Hyuk- Han, Sang Kuk- Choi, Pil Cho- Woo, Hee-Yeon;Scandinavian journal of clinical and laboratory investigation;"https://doi.org/10.3109/00365513.2011.634022; https://www.ncbi.nlm.nih.gov/pubmed/22149383/"
hnii3rn4;Medline;Diverse novel astroviruses identified in wild Himalayan marmots.;10.1099/jgv.0.000709;unk;2017;Ao, Yuan-Yun- Yu, Jie-Mei- Li, Li-Li- Cao, Jing-Yuan- Deng, Hong-Yan- Xin, Yun-Yun- Liu, Meng-Meng- Lin, Lin- Lu, Shan- Xu, Jian-Guo- Duan, Zhao-Jun;The Journal of general virology;"https://doi.org/10.1099/jgv.0.000709; https://www.ncbi.nlm.nih.gov/pubmed/28100306/"
8rv8zk52;Medline;Mapping the Specific Amino Acid Residues That Make Hamster DPP4 Functional as a Receptor for Middle East Respiratory Syndrome Coronavirus.;10.1128/jvi.03267-15;unk;2016;van Doremalen, Neeltje- Miazgowicz, Kerri L- Munster, Vincent J;Journal of virology;"https://doi.org/10.1128/jvi.03267-15; https://www.ncbi.nlm.nih.gov/pubmed/27030263/"
nv23ny3e;Medline;The safety and effectiveness of the retrievable option inferior vena cava filter: a United States prospective multicenter clinical study.;10.1016/j.jvir.2010.04.004;unk;2010;Johnson, Matthew S- Nemcek, Albert A- Benenati, James F- Baumann, Dirk S- Dolmatch, Bart L- Kaufman, John A- Garcia, Mark J- Stecker, Michael S- Venbrux, Anthony C- Haskal, Ziv J- Avelar, Rui L;Journal of vascular and interventional radiology : JVIR;"https://doi.org/10.1016/j.jvir.2010.04.004; https://www.ncbi.nlm.nih.gov/pubmed/20598570/"
6so0f4cb;Medline;Prediction of optimal endotracheal tube cuff volume from tracheal diameter and from patient height and age: a prospective cohort trial.;10.1007/s00540-012-1371-0;unk;2012;Shibasaki, Masayuki- Nakajima, Yasufumi- Shime, Nobuaki- Sawa, Teiji- Sessler, Daniel I;Journal of anesthesia;"https://doi.org/10.1007/s00540-012-1371-0; https://www.ncbi.nlm.nih.gov/pubmed/22438123/"
17xwyzt9;Medline;Single-incision transperitoneal laparoscopic left adrenalectomy.;10.1007/s00268-012-1555-7;unk;2012;Vidal, Óscar- Astudillo, Emiliano- Valentini, Mauro- Ginestà, Cesar- García-Valdecasas, Juan C- Fernandez-Cruz, Laureano;World journal of surgery;"https://doi.org/10.1007/s00268-012-1555-7; https://www.ncbi.nlm.nih.gov/pubmed/22392358/"
nv5ureyo;Medline;Targeting obstetric providers in interventions for obesity and gestational weight gain: A systematic review.;10.1371/journal.pone.0205268;unk;2018;Kominiarek, Michelle A- O'Dwyer, Linda C- Simon, Melissa A- Plunkett, Beth A;PloS one;"https://doi.org/10.1371/journal.pone.0205268; https://www.ncbi.nlm.nih.gov/pubmed/30289912/"
kifgxtze;Medline;The Hip Fracture Surgery in Elderly Patients (HIPELD) study: protocol for a randomized, multicenter controlled trial evaluating the effect of xenon on postoperative delirium in older patients undergoing hip fracture surgery.;10.1186/1745-6215-13-180;unk;2012;Coburn, Mark- Sanders, Robert D- Maze, Mervyn- Rossaint, Rolf;Trials;"https://doi.org/10.1186/1745-6215-13-180; https://www.ncbi.nlm.nih.gov/pubmed/23016882/"
q0zc5zbr;Medline;Safety and immunogenicity of recombinant Rift Valley fever MP-12 vaccine candidates in sheep.;10.1016/j.vaccine.2012.10.118;unk;2013;Morrill, John C- Laughlin, Richard C- Lokugamage, Nandadeva- Pugh, Roberta- Sbrana, Elena- Weise, William J- Adams, L Garry- Makino, Shinji- Peters, C J;Vaccine;"https://doi.org/10.1016/j.vaccine.2012.10.118; https://www.ncbi.nlm.nih.gov/pubmed/23153443/"
qv4l0nlu;Medline;A Rabbit Corneal Endothelial Dysfunction Model Using Endothelial-Mesenchymal Transformed Cells.;10.1038/s41598-018-35110-2;unk;2018;Yamashita, Kazuya- Hatou, Shin- Inagaki, Emi- Higa, Kazunari- Tsubota, Kazuo- Shimmura, Shigeto;Scientific reports;"https://doi.org/10.1038/s41598-018-35110-2; https://www.ncbi.nlm.nih.gov/pubmed/30442918/"
00te6lvd;Medline;The World Glaucoma Association during the COVID-19 Pandemic.;10.1097/ijg.0000000000001564;unk;26/5/2020;Lerner, S Fabian- Lin, Shan- Mansouri, Kaweh;Journal of glaucoma;"https://doi.org/10.1097/ijg.0000000000001564; https://www.ncbi.nlm.nih.gov/pubmed/32459692/"
fh5fz6xy;Medline;Cuff leakage caused by automatic cuff pressure monitor and water condensation in the inflation tube of Microcuff® endotracheal tube.;10.1177/0310057x19841386;unk;2019;Matsuba, Kohei- Tsujimoto, Takafumi- Kawaguchi, Masahiko- Inoue, Satoki;Anaesthesia and intensive care;"https://doi.org/10.1177/0310057x19841386; https://www.ncbi.nlm.nih.gov/pubmed/31094206/"
vxzwgpgv;Medline;Clinical and computed tomographic (CT) images characteristics in the patients with COVID-19 infection: What should radiologists need to know?;10.3233/xst-200670;unk;7/4/2020;Lei, Pinggui- Huang, Zhaoshu- Liu, Guoli- Wang, Pingxian- Song, Wen- Mao, Jujiang- Shen, Guiquan- Zhou, Shi- Qian, Wei- Jiao, Jun;Journal of X-ray science and technology;"https://doi.org/10.3233/xst-200670; https://www.ncbi.nlm.nih.gov/pubmed/32280076/"
67dzxgbh;Medline;Discovering potent inhibitors against the beta-hydroxyacyl-acyl carrier protein dehydratase (FabZ) of Helicobacter pylori: structure-based design, synthesis, bioassay, and crystal structure determination.;10.1021/jm8015602;unk;2009;He, Lingyan- Zhang, Liang- Liu, Xiaofeng- Li, Xianghua- Zheng, Mingyue- Li, Honglin- Yu, Kunqian- Chen, Kaixian- Shen, Xu- Jiang, Hualiang- Liu, Hong;Journal of medicinal chemistry;"https://doi.org/10.1021/jm8015602; https://www.ncbi.nlm.nih.gov/pubmed/19309082/"
7gnob210;Medline;The management of chest tubes after pulmonary resection.;10.1016/j.thorsurg.2010.04.001;unk;2010;Cerfolio, Robert J- Bryant, Ayesha S;Thoracic surgery clinics;"https://doi.org/10.1016/j.thorsurg.2010.04.001; https://www.ncbi.nlm.nih.gov/pubmed/20619231/"
n9a1oaz8;Medline;Deformable three-dimensional model architecture for interactive augmented reality in minimally invasive surgery.;10.1007/s00464-012-2395-0;unk;2012;Vemuri, Anant S- Wu, Jungle Chi-Hsiang- Liu, Kai-Che- Wu, Hurng-Sheng;Surgical endoscopy;"https://doi.org/10.1007/s00464-012-2395-0; https://www.ncbi.nlm.nih.gov/pubmed/22736284/"
3q1vs3ow;Medline;Endovascular management of arteriovenous malformations of the brain.;10.1159/000346927;unk;2013;Bruno, Charles A- Meyers, Philip M;Interventional neurology;"https://doi.org/10.1159/000346927; https://www.ncbi.nlm.nih.gov/pubmed/25187772/"
zmc507xm;Medline;Maternal complications following open and fetoscopic fetal surgery: A systematic review and meta-analysis.;10.1002/pd.5421;unk;2019;Sacco, Adalina- Van der Veeken, Lennart- Bagshaw, Emma- Ferguson, Catherine- Van Mieghem, Tim- David, Anna L- Deprest, Jan;Prenatal diagnosis;"https://doi.org/10.1002/pd.5421; https://www.ncbi.nlm.nih.gov/pubmed/30703262/"
